Scenario,Feature Combo,Model,Channel,Precision,Recall,F1 Score,Accuracy
Healthy vs AD,Graph_PLV,Random Forest,10,0.35470085470085466,0.38461538461538464,0.36153846153846153,0.38461538461538464
Healthy vs AD,Graph_PLV,XGBoost,10,0.2153846153846154,0.3076923076923077,0.25339366515837103,0.3076923076923077
Healthy vs AD,Graph_PLV,Random Forest,11,0.4538461538461539,0.46153846153846156,0.455011655011655,0.46153846153846156
Healthy vs AD,Graph_PLV,XGBoost,11,0.5538461538461539,0.5384615384615384,0.532967032967033,0.5384615384615384
Healthy vs AD,Graph_PLV,Random Forest,12,0.2153846153846154,0.3076923076923077,0.25339366515837103,0.3076923076923077
Healthy vs AD,Graph_PLV,XGBoost,12,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078
Healthy vs AD,Graph_PLV,Random Forest,13,0.46703296703296704,0.46153846153846156,0.46153846153846156,0.46153846153846156
Healthy vs AD,Graph_PLV,XGBoost,13,0.46703296703296704,0.46153846153846156,0.46153846153846156,0.46153846153846156
Healthy vs AD,Graph_PLV,Random Forest,14,0.35470085470085466,0.38461538461538464,0.36153846153846153,0.38461538461538464
Healthy vs AD,Graph_PLV,XGBoost,14,0.35470085470085466,0.38461538461538464,0.36153846153846153,0.38461538461538464
Healthy vs AD,Graph_PLV,Random Forest,15,0.7051282051282051,0.6923076923076923,0.6807692307692308,0.6923076923076923
Healthy vs AD,Graph_PLV,XGBoost,15,0.31135531135531136,0.3076923076923077,0.3076923076923077,0.3076923076923077
Healthy vs AD,Graph_PLV,Random Forest,16,0.31135531135531136,0.3076923076923077,0.3076923076923077,0.3076923076923077
Healthy vs AD,Graph_PLV,XGBoost,16,0.29423076923076924,0.3076923076923077,0.2993006993006993,0.3076923076923077
Healthy vs AD,Graph_PLV,Random Forest,17,0.4230769230769231,0.46153846153846156,0.4193061840120664,0.46153846153846156
Healthy vs AD,Graph_PLV,XGBoost,17,0.5299145299145299,0.5384615384615384,0.5211538461538462,0.5384615384615384
Healthy vs AD,Graph_PLV,Random Forest,18,0.5538461538461539,0.5384615384615384,0.532967032967033,0.5384615384615384
Healthy vs AD,Graph_PLV,XGBoost,18,0.5538461538461539,0.5384615384615384,0.532967032967033,0.5384615384615384
Healthy vs FTD,Graph_PLV,Random Forest,0,0.6688311688311688,0.6363636363636364,0.6303030303030303,0.6363636363636364
Healthy vs FTD,Graph_PLV,XGBoost,0,0.8295454545454546,0.7272727272727273,0.7132867132867133,0.7272727272727273
Healthy vs FTD,Graph_PLV,Random Forest,1,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453
Healthy vs FTD,Graph_PLV,XGBoost,1,0.538961038961039,0.5454545454545454,0.5376845376845377,0.5454545454545454
Healthy vs FTD,Graph_PLV,Random Forest,2,0.538961038961039,0.5454545454545454,0.5376845376845377,0.5454545454545454
Healthy vs FTD,Graph_PLV,XGBoost,2,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453
Healthy vs FTD,Graph_PLV,Random Forest,3,0.8636363636363636,0.8181818181818182,0.8084415584415584,0.8181818181818182
Healthy vs FTD,Graph_PLV,XGBoost,3,0.7305194805194805,0.7272727272727273,0.7226107226107227,0.7272727272727273
Healthy vs FTD,Graph_PLV,Random Forest,4,0.2424242424242424,0.36363636363636365,0.29090909090909095,0.36363636363636365
Healthy vs FTD,Graph_PLV,XGBoost,4,0.6439393939393939,0.6363636363636364,0.6168831168831169,0.6363636363636364
Healthy vs FTD,Graph_PLV,Random Forest,5,0.2662337662337662,0.2727272727272727,0.2606060606060606,0.2727272727272727
Healthy vs FTD,Graph_PLV,XGBoost,5,0.3696969696969697,0.36363636363636365,0.36363636363636365,0.36363636363636365
Healthy vs FTD,Graph_PLV,Random Forest,6,0.6439393939393939,0.6363636363636364,0.6168831168831169,0.6363636363636364
Healthy vs FTD,Graph_PLV,XGBoost,6,0.5303030303030304,0.5454545454545454,0.4935064935064935,0.5454545454545454
Healthy vs FTD,Graph_PLV,Random Forest,7,0.2727272727272727,0.45454545454545453,0.3409090909090909,0.45454545454545453
Healthy vs FTD,Graph_PLV,XGBoost,7,0.2727272727272727,0.45454545454545453,0.3409090909090909,0.45454545454545453
Healthy vs FTD,Graph_PLV,Random Forest,8,0.7305194805194805,0.7272727272727273,0.7226107226107227,0.7272727272727273
Healthy vs FTD,Graph_PLV,XGBoost,8,0.6439393939393939,0.6363636363636364,0.6168831168831169,0.6363636363636364
Healthy vs FTD,Graph_PLV,Random Forest,9,0.3474025974025974,0.36363636363636365,0.35275835275835277,0.36363636363636365
Healthy vs FTD,Graph_PLV,XGBoost,9,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727
Healthy vs FTD,Graph_PLV,Random Forest,10,0.6688311688311688,0.6363636363636364,0.6303030303030303,0.6363636363636364
Healthy vs FTD,Graph_PLV,XGBoost,10,0.5909090909090909,0.5454545454545454,0.5221445221445221,0.5454545454545454
Healthy vs FTD,Graph_PLV,Random Forest,11,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727
Healthy vs FTD,Graph_PLV,XGBoost,11,0.3474025974025974,0.36363636363636365,0.35275835275835277,0.36363636363636365
Healthy vs FTD,Graph_PLV,Random Forest,12,0.8181818181818182,0.7272727272727273,0.6961038961038961,0.7272727272727273
Healthy vs FTD,Graph_PLV,XGBoost,12,0.7305194805194805,0.7272727272727273,0.7226107226107227,0.7272727272727273
Healthy vs FTD,Graph_PLV,Random Forest,13,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727
Healthy vs FTD,Graph_PLV,XGBoost,13,0.4242424242424242,0.45454545454545453,0.4253246753246753,0.45454545454545453
Healthy vs FTD,Graph_PLV,Random Forest,14,0.7393939393939394,0.7272727272727273,0.7272727272727273,0.7272727272727273
Healthy vs FTD,Graph_PLV,XGBoost,14,0.4242424242424242,0.45454545454545453,0.4253246753246753,0.45454545454545453
Healthy vs FTD,Graph_PLV,Random Forest,15,0.20454545454545456,0.2727272727272727,0.23376623376623373,0.2727272727272727
Healthy vs FTD,Graph_PLV,XGBoost,15,0.15584415584415584,0.18181818181818182,0.16783216783216784,0.18181818181818182
Healthy vs FTD,Graph_PLV,Random Forest,16,0.15584415584415584,0.18181818181818182,0.16783216783216784,0.18181818181818182
Healthy vs FTD,Graph_PLV,XGBoost,16,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453
Healthy vs FTD,Graph_PLV,Random Forest,17,0.8636363636363636,0.8181818181818182,0.8084415584415584,0.8181818181818182
Healthy vs FTD,Graph_PLV,XGBoost,17,0.8181818181818182,0.7272727272727273,0.6961038961038961,0.7272727272727273
Healthy vs FTD,Graph_PLV,Random Forest,18,0.3474025974025974,0.36363636363636365,0.35275835275835277,0.36363636363636365
Healthy vs FTD,Graph_PLV,XGBoost,18,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453
AD vs FTD,Graph_PLV,Random Forest,0,0.6666666666666666,0.6666666666666666,0.6458333333333334,0.6666666666666666
AD vs FTD,Graph_PLV,XGBoost,0,0.5729166666666666,0.5833333333333334,0.5740740740740741,0.5833333333333334
AD vs FTD,Graph_PLV,Random Forest,1,0.21875,0.25,0.23333333333333336,0.25
AD vs FTD,Graph_PLV,XGBoost,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
AD vs FTD,Graph_PLV,Random Forest,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
AD vs FTD,Graph_PLV,XGBoost,2,0.5972222222222222,0.5833333333333334,0.5862470862470862,0.5833333333333334
AD vs FTD,Graph_PLV,Random Forest,3,0.26388888888888884,0.25,0.25524475524475526,0.25
AD vs FTD,Graph_PLV,XGBoost,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
AD vs FTD,Graph_PLV,Random Forest,4,0.46296296296296297,0.5,0.46875,0.5
AD vs FTD,Graph_PLV,XGBoost,4,0.46296296296296297,0.5,0.46875,0.5
AD vs FTD,Graph_PLV,Random Forest,5,0.5,0.5,0.5,0.5
AD vs FTD,Graph_PLV,XGBoost,5,0.5,0.5,0.5,0.5
AD vs FTD,Graph_PLV,Random Forest,6,0.3958333333333333,0.4166666666666667,0.40370370370370373,0.4166666666666667
AD vs FTD,Graph_PLV,XGBoost,6,0.4305555555555555,0.4166666666666667,0.42074592074592077,0.4166666666666667
AD vs FTD,Graph_PLV,Random Forest,7,0.5729166666666666,0.5833333333333334,0.5740740740740741,0.5833333333333334
AD vs FTD,Graph_PLV,XGBoost,7,0.25,0.25,0.23426573426573427,0.25
AD vs FTD,Graph_PLV,Random Forest,8,0.3958333333333333,0.4166666666666667,0.40370370370370373,0.4166666666666667
AD vs FTD,Graph_PLV,XGBoost,8,0.5,0.5,0.5,0.5
AD vs FTD,Graph_PLV,Random Forest,9,0.3181818181818182,0.5,0.38888888888888884,0.5
AD vs FTD,Graph_PLV,XGBoost,9,0.3181818181818182,0.5,0.38888888888888884,0.5
AD vs FTD,Graph_PLV,Random Forest,10,0.5729166666666666,0.5833333333333334,0.5740740740740741,0.5833333333333334
AD vs FTD,Graph_PLV,XGBoost,10,0.5729166666666666,0.5833333333333334,0.5740740740740741,0.5833333333333334
AD vs FTD,Graph_PLV,Random Forest,11,0.2916666666666667,0.4166666666666667,0.34313725490196084,0.4166666666666667
AD vs FTD,Graph_PLV,XGBoost,11,0.2916666666666667,0.4166666666666667,0.34313725490196084,0.4166666666666667
AD vs FTD,Graph_PLV,Random Forest,12,0.8809523809523809,0.8333333333333334,0.8333333333333334,0.8333333333333334
AD vs FTD,Graph_PLV,XGBoost,12,0.8148148148148149,0.6666666666666666,0.6476190476190476,0.6666666666666666
AD vs FTD,Graph_PLV,Random Forest,13,0.2916666666666667,0.4166666666666667,0.34313725490196084,0.4166666666666667
AD vs FTD,Graph_PLV,XGBoost,13,0.5583333333333333,0.5833333333333334,0.530812324929972,0.5833333333333334
AD vs FTD,Graph_PLV,Random Forest,14,0.2916666666666667,0.4166666666666667,0.34313725490196084,0.4166666666666667
AD vs FTD,Graph_PLV,XGBoost,14,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
AD vs FTD,Graph_PLV,Random Forest,15,0.3181818181818182,0.5,0.38888888888888884,0.5
AD vs FTD,Graph_PLV,XGBoost,15,0.3181818181818182,0.5,0.38888888888888884,0.5
AD vs FTD,Graph_PLV,Random Forest,16,0.21875,0.25,0.23333333333333336,0.25
AD vs FTD,Graph_PLV,XGBoost,16,0.5729166666666666,0.5833333333333334,0.5740740740740741,0.5833333333333334
AD vs FTD,Graph_PLV,Random Forest,17,0.5729166666666666,0.5833333333333334,0.5740740740740741,0.5833333333333334
AD vs FTD,Graph_PLV,XGBoost,17,0.75,0.75,0.7444444444444445,0.75
AD vs FTD,Graph_PLV,Random Forest,18,0.5729166666666666,0.5833333333333334,0.5740740740740741,0.5833333333333334
AD vs FTD,Graph_PLV,XGBoost,18,0.3958333333333333,0.4166666666666667,0.40370370370370373,0.4166666666666667
AD Male vs Female,Graph_PLV,Random Forest,0,0.8958333333333334,0.875,0.8681818181818182,0.875
AD Male vs Female,Graph_PLV,XGBoost,0,0.8214285714285714,0.75,0.7083333333333334,0.75
AD Male vs Female,Graph_PLV,Random Forest,1,0.390625,0.625,0.4807692307692308,0.625
AD Male vs Female,Graph_PLV,XGBoost,1,0.390625,0.625,0.4807692307692308,0.625
AD Male vs Female,Graph_PLV,Random Forest,2,0.3125,0.375,0.3409090909090909,0.375
AD Male vs Female,Graph_PLV,XGBoost,2,0.390625,0.625,0.4807692307692308,0.625
AD Male vs Female,Graph_PLV,Random Forest,3,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Graph_PLV,XGBoost,3,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Graph_PLV,Random Forest,4,0.5,0.5,0.5,0.5
AD Male vs Female,Graph_PLV,XGBoost,4,0.5,0.5,0.5,0.5
AD Male vs Female,Graph_PLV,Random Forest,5,0.3571428571428571,0.5,0.41666666666666663,0.5
AD Male vs Female,Graph_PLV,XGBoost,5,0.390625,0.625,0.4807692307692308,0.625
AD Male vs Female,Graph_PLV,Random Forest,6,0.8214285714285714,0.75,0.7083333333333334,0.75
AD Male vs Female,Graph_PLV,XGBoost,6,0.3571428571428571,0.5,0.41666666666666663,0.5
AD Male vs Female,Graph_PLV,Random Forest,7,0.8214285714285714,0.75,0.7083333333333334,0.75
AD Male vs Female,Graph_PLV,XGBoost,7,0.8214285714285714,0.75,0.7083333333333334,0.75
AD Male vs Female,Graph_PLV,Random Forest,8,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Graph_PLV,XGBoost,8,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Graph_PLV,Random Forest,9,0.5,0.5,0.5,0.5
AD Male vs Female,Graph_PLV,XGBoost,9,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Graph_PLV,Random Forest,10,0.5,0.5,0.5,0.5
AD Male vs Female,Graph_PLV,XGBoost,10,0.8214285714285714,0.75,0.7083333333333334,0.75
AD Male vs Female,Graph_PLV,Random Forest,11,0.75,0.75,0.75,0.75
AD Male vs Female,Graph_PLV,XGBoost,11,0.65625,0.625,0.6309523809523809,0.625
AD Male vs Female,Graph_PLV,Random Forest,12,0.65625,0.625,0.6309523809523809,0.625
AD Male vs Female,Graph_PLV,XGBoost,12,0.5,0.5,0.5,0.5
AD Male vs Female,Graph_PLV,Random Forest,13,0.3571428571428571,0.5,0.41666666666666663,0.5
AD Male vs Female,Graph_PLV,XGBoost,13,0.390625,0.625,0.4807692307692308,0.625
AD Male vs Female,Graph_PLV,Random Forest,14,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Graph_PLV,XGBoost,14,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Graph_PLV,Random Forest,15,0.90625,0.875,0.876984126984127,0.875
AD Male vs Female,Graph_PLV,XGBoost,15,0.75,0.75,0.75,0.75
AD Male vs Female,Graph_PLV,Random Forest,16,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Graph_PLV,XGBoost,16,0.390625,0.625,0.4807692307692308,0.625
AD Male vs Female,Graph_PLV,Random Forest,17,0.75,0.75,0.75,0.75
AD Male vs Female,Graph_PLV,XGBoost,17,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Graph_PLV,Random Forest,18,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Graph_PLV,XGBoost,18,0.6041666666666666,0.625,0.6045454545454546,0.625
FTD Male vs Female,Graph_PLV,Random Forest,0,0.6,0.6,0.6,0.6
FTD Male vs Female,Graph_PLV,XGBoost,0,0.6,0.6,0.6,0.6
FTD Male vs Female,Graph_PLV,Random Forest,1,0.2,0.2,0.2,0.2
FTD Male vs Female,Graph_PLV,XGBoost,1,0.0,0.0,0.0,0.0
FTD Male vs Female,Graph_PLV,Random Forest,2,0.4333333333333333,0.4,0.4,0.4
FTD Male vs Female,Graph_PLV,XGBoost,2,0.4333333333333333,0.4,0.4,0.4
FTD Male vs Female,Graph_PLV,Random Forest,3,0.6,0.6,0.6,0.6
FTD Male vs Female,Graph_PLV,XGBoost,3,0.6,0.6,0.6,0.6
FTD Male vs Female,Graph_PLV,Random Forest,4,0.8,0.6,0.5666666666666667,0.6
FTD Male vs Female,Graph_PLV,XGBoost,4,1.0,1.0,1.0,1.0
FTD Male vs Female,Graph_PLV,Random Forest,5,0.2,0.2,0.2,0.2
FTD Male vs Female,Graph_PLV,XGBoost,5,0.3,0.4,0.34285714285714286,0.4
FTD Male vs Female,Graph_PLV,Random Forest,6,0.85,0.8,0.7809523809523808,0.8
FTD Male vs Female,Graph_PLV,XGBoost,6,0.36,0.6,0.45,0.6
FTD Male vs Female,Graph_PLV,Random Forest,7,0.8666666666666666,0.8,0.8,0.8
FTD Male vs Female,Graph_PLV,XGBoost,7,0.6,0.6,0.6,0.6
FTD Male vs Female,Graph_PLV,Random Forest,8,0.3,0.4,0.34285714285714286,0.4
FTD Male vs Female,Graph_PLV,XGBoost,8,0.36,0.6,0.45,0.6
FTD Male vs Female,Graph_PLV,Random Forest,9,0.8,0.6,0.5666666666666667,0.6
FTD Male vs Female,Graph_PLV,XGBoost,9,0.8,0.6,0.5666666666666667,0.6
FTD Male vs Female,Graph_PLV,Random Forest,10,0.3,0.4,0.34285714285714286,0.4
FTD Male vs Female,Graph_PLV,XGBoost,10,0.3,0.4,0.34285714285714286,0.4
FTD Male vs Female,Graph_PLV,Random Forest,11,0.4333333333333333,0.4,0.4,0.4
FTD Male vs Female,Graph_PLV,XGBoost,11,0.4333333333333333,0.4,0.4,0.4
FTD Male vs Female,Graph_PLV,Random Forest,12,0.36,0.6,0.45,0.6
FTD Male vs Female,Graph_PLV,XGBoost,12,0.85,0.8,0.7809523809523808,0.8
FTD Male vs Female,Graph_PLV,Random Forest,13,0.4333333333333333,0.4,0.4,0.4
FTD Male vs Female,Graph_PLV,XGBoost,13,0.2,0.2,0.2,0.2
FTD Male vs Female,Graph_PLV,Random Forest,14,0.8666666666666666,0.8,0.8,0.8
FTD Male vs Female,Graph_PLV,XGBoost,14,0.8666666666666666,0.8,0.8,0.8
FTD Male vs Female,Graph_PLV,Random Forest,15,0.2,0.2,0.2,0.2
FTD Male vs Female,Graph_PLV,XGBoost,15,0.2,0.2,0.2,0.2
FTD Male vs Female,Graph_PLV,Random Forest,16,0.3,0.4,0.34285714285714286,0.4
FTD Male vs Female,Graph_PLV,XGBoost,16,0.3,0.4,0.34285714285714286,0.4
FTD Male vs Female,Graph_PLV,Random Forest,17,0.85,0.8,0.7809523809523808,0.8
FTD Male vs Female,Graph_PLV,XGBoost,17,0.85,0.8,0.7809523809523808,0.8
FTD Male vs Female,Graph_PLV,Random Forest,18,0.6,0.6,0.6,0.6
FTD Male vs Female,Graph_PLV,XGBoost,18,0.85,0.8,0.7809523809523808,0.8
Healthy vs Patient,Graph_Corr,Random Forest,0,0.735930735930736,0.7222222222222222,0.7268673355629878,0.7222222222222222
Healthy vs Patient,Graph_Corr,XGBoost,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Healthy vs Patient,Graph_Corr,Random Forest,1,0.625,0.6666666666666666,0.6071428571428572,0.6666666666666666
Healthy vs Patient,Graph_Corr,XGBoost,1,0.5555555555555556,0.6111111111111112,0.5679012345679013,0.6111111111111112
Healthy vs Patient,Graph_Corr,Random Forest,2,0.4166666666666667,0.5555555555555556,0.47619047619047616,0.5555555555555556
Healthy vs Patient,Graph_Corr,XGBoost,2,0.511904761904762,0.5555555555555556,0.5282051282051281,0.5555555555555556
Healthy vs Patient,Graph_Corr,Random Forest,3,0.43137254901960786,0.6111111111111112,0.5057471264367815,0.6111111111111112
Healthy vs Patient,Graph_Corr,XGBoost,3,0.4444444444444444,0.6666666666666666,0.5333333333333334,0.6666666666666666
Healthy vs Patient,Graph_Corr,Random Forest,4,0.625,0.6666666666666666,0.6071428571428572,0.6666666666666666
Healthy vs Patient,Graph_Corr,XGBoost,4,0.5555555555555556,0.6111111111111112,0.5679012345679013,0.6111111111111112
Healthy vs Patient,Graph_Corr,Random Forest,5,0.6428571428571428,0.6666666666666666,0.6461538461538462,0.6666666666666666
Healthy vs Patient,Graph_Corr,XGBoost,5,0.4166666666666667,0.5555555555555556,0.47619047619047616,0.5555555555555556
Healthy vs Patient,Graph_Corr,Random Forest,6,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.4444444444444444
Healthy vs Patient,Graph_Corr,XGBoost,6,0.6428571428571428,0.6666666666666666,0.6461538461538462,0.6666666666666666
Healthy vs Patient,Graph_Corr,Random Forest,7,0.5555555555555556,0.6111111111111112,0.5679012345679013,0.6111111111111112
Healthy vs Patient,Graph_Corr,XGBoost,7,0.6428571428571428,0.6666666666666666,0.6461538461538462,0.6666666666666666
Healthy vs Patient,Graph_Corr,Random Forest,8,0.6428571428571428,0.6666666666666666,0.6461538461538462,0.6666666666666666
Healthy vs Patient,Graph_Corr,XGBoost,8,0.6428571428571428,0.6666666666666666,0.6461538461538462,0.6666666666666666
Healthy vs Patient,Graph_Corr,Random Forest,9,0.625,0.6666666666666666,0.6071428571428572,0.6666666666666666
Healthy vs Patient,Graph_Corr,XGBoost,9,0.625,0.6666666666666666,0.6071428571428572,0.6666666666666666
Healthy vs Patient,Graph_Corr,Random Forest,10,0.38095238095238093,0.4444444444444444,0.4102564102564103,0.4444444444444444
Healthy vs Patient,Graph_Corr,XGBoost,10,0.358974358974359,0.3888888888888889,0.37333333333333335,0.3888888888888889
Healthy vs Patient,Graph_Corr,Random Forest,11,0.6428571428571428,0.6666666666666666,0.6461538461538462,0.6666666666666666
Healthy vs Patient,Graph_Corr,XGBoost,11,0.7000000000000001,0.6666666666666666,0.6753246753246753,0.6666666666666666
Healthy vs Patient,Graph_Corr,Random Forest,12,0.4166666666666667,0.5555555555555556,0.47619047619047616,0.5555555555555556
Healthy vs Patient,Graph_Corr,XGBoost,12,0.625,0.6666666666666666,0.6071428571428572,0.6666666666666666
Healthy vs Patient,Graph_Corr,Random Forest,13,0.5948717948717949,0.6111111111111112,0.6012121212121212,0.6111111111111112
Healthy vs Patient,Graph_Corr,XGBoost,13,0.625,0.6666666666666666,0.6071428571428572,0.6666666666666666
Healthy vs Patient,Graph_Corr,Random Forest,14,0.511904761904762,0.5555555555555556,0.5282051282051281,0.5555555555555556
Healthy vs Patient,Graph_Corr,XGBoost,14,0.39999999999999997,0.5,0.4444444444444444,0.5
Healthy vs Patient,Graph_Corr,Random Forest,15,0.625,0.6666666666666666,0.6071428571428572,0.6666666666666666
Healthy vs Patient,Graph_Corr,XGBoost,15,0.511904761904762,0.5555555555555556,0.5282051282051281,0.5555555555555556
Healthy vs Patient,Graph_Corr,Random Forest,16,0.711111111111111,0.7222222222222222,0.691358024691358,0.7222222222222222
Healthy vs Patient,Graph_Corr,XGBoost,16,0.803921568627451,0.7222222222222222,0.6469622331691297,0.7222222222222222
Healthy vs Patient,Graph_Corr,Random Forest,17,0.625,0.6666666666666666,0.6071428571428572,0.6666666666666666
Healthy vs Patient,Graph_Corr,XGBoost,17,0.8666666666666667,0.8333333333333334,0.8148148148148148,0.8333333333333334
Healthy vs Patient,Graph_Corr,Random Forest,18,0.7000000000000001,0.6666666666666666,0.6753246753246753,0.6666666666666666
